kegg	kegg_ncbi	lastmajorreleaseaccession	similarity	assemblystatus	g	lineage	status
AQS	GCA_004328945.1	GCF_004328945.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Aquitalea; unclassified Aquitalea	OK
AMAH	GCA_002217795.2	GCF_002217795.2	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Aquitalea	OK
AQL	GCA_002002905.1	GCF_002002905.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Aquaspirillum; unclassified Aquaspirillum	OK
TPQ	GCA_000220965.1	GCF_000220965.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Tremblaya	OK
TPN	GCA_000219195.1	GCF_000219195.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Tremblaya	OK
SSDC	GCA_000441555.1	GCF_000441555.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Profftella	OK
NDL	GCA_000442605.1	GCF_000442605.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Nasuia	OK
KSO	GCA_003072465.1	GCF_003072465.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Kinetoplastibacterium	OK
KBT	GCA_000340925.1	GCF_000340925.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Kinetoplastibacterium	OK
KGA	GCA_000340905.1	GCF_000340905.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Kinetoplastibacterium	OK
KON	GCA_000340865.1	GCF_000340865.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Kinetoplastibacterium	OK
KCT	GCA_000340825.1	GCF_000340825.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Kinetoplastibacterium	OK
KDE	GCA_000340795.1	GCF_000340795.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Kinetoplastibacterium	OK
KBL	GCA_000319245.1	GCF_000319245.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Kinetoplastibacterium	OK
KCI	GCA_000319225.1	GCF_000319225.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Kinetoplastibacterium	OK
APP	GCA_000024165.1	GCF_000024165.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Accumulibacter	OK
XYK	GCA_009906855.1	GCF_009906855.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Xylophilus; unclassified Xylophilus	OK
TIN	GCA_000092605.1	GCF_000092605.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Thiomonas	OK
SUTK	GCA_006337085.1	GCF_006337085.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; Sutterella	OK
SUTT	GCA_003609995.1	GCF_003609995.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; Sutterella	OK
SNN	GCA_008329925.1	GCF_008329925.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Sphaerotilus	OK
RGE	GCA_000284255.1	GCF_000284255.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Rubrivivax	OK
RDP	GCA_001483865.1	GCF_001483865.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Roseateles	OK
RGU	GCA_002116905.1	GCF_002116905.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Rhizobacter	OK
PKT	GCA_001477625.1	GCF_001477625.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Paucibacter; unclassified Paucibacter	OK
UPV	GCA_003955735.1	GCF_003955735.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Undibacterium	OK
OFO	GCA_002127965.1	GCF_002127965.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Oxalobacter	OK
NOK	GCA_007874125.1	GCF_007874125.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Noviherbaspirillum; unclassified Noviherbaspirillum	OK
MFLA	GCA_009789595.1	GCF_009789595.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia	OK
MUM	GCA_005280315.1	GCF_005280315.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia	OK
MPLI	GCA_004421005.1	GCF_004421005.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia	OK
MALI	GCA_004322755.1	GCF_004322755.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia	OK
MASY	GCA_003293715.1	GCF_003293715.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia	OK
MTIM	GCA_003143515.1	GCF_003143515.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia	OK
MASZ	GCA_003028855.1	GCF_003028855.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia	OK
MASS	GCA_002752675.1	GCF_002752675.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia	OK
MASW	GCA_001412595.2	GCF_001412595.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia	OK
MNR	GCA_001191005.1	GCF_001191005.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia	OK
JAS	GCA_006517255.1	GCF_006517255.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium	OK
JAJ	GCA_004114795.1	GCF_004114795.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium	OK
JSV	GCA_002327145.1	GCF_002327145.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium	OK
JAL	GCA_002002885.1	GCF_002002885.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium	OK
JAZ	GCA_001865675.1	GCF_001865675.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium	OK
JAB	GCA_000969645.2	GCF_000969645.2	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium	OK
JAG	GCA_000723165.1	GCF_000723165.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium	OK
MMS	GCA_000013625.1	GCF_000013625.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Janthinobacterium	OK
HAR	GCA_000026125.1	GCF_000026125.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Herminiimonas	OK
HEE	GCA_002257565.1	GCF_002257565.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Herbaspirillum; unclassified Herbaspirillum	OK
HHF	GCA_004367745.1	GCF_004367745.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Herbaspirillum	OK
HRB	GCA_001483945.1	GCF_001483945.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Herbaspirillum	OK
HHT	GCA_001267925.1	GCF_001267925.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Herbaspirillum	OK
HSZ	GCA_001040945.1	GCF_001040945.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Herbaspirillum	OK
HSE	GCA_000143225.1	GCF_000143225.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Herbaspirillum	OK
CPRA	GCA_001584185.1	GCF_001584185.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Collimonas	OK
CARE	GCA_000786695.1	GCF_000786695.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Collimonas	OK
CFU	GCA_000221045.1	GCF_000221045.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Collimonas	OK
MIU	GCA_001653795.1	GCF_001653795.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Mitsuaria; unclassified Mitsuaria	OK
METP	GCA_004136295.1	GCF_004136295.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Methylibium; unclassified Methylibium	OK
MPT	GCA_000015725.1	GCF_000015725.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Methylibium	OK
LCH	GCA_000019785.1	GCF_000019785.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Leptothrix	OK
VEI	GCA_000015565.1	GCF_000015565.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Verminephrobacter	OK
VAM	GCA_003019815.1	GCF_003019815.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Variovorax	OK
VBO	GCA_002291405.1	GCF_002291405.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Variovorax	OK
VAA	GCA_001577265.1	GCF_001577265.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Variovorax	OK
VPD	GCA_000463015.1	GCF_000463015.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Variovorax	OK
VPE	GCA_000184745.1	GCF_000184745.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Variovorax	OK
VAP	GCA_000023345.1	GCF_000023345.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Variovorax	OK
SIMP	GCA_003008595.1	GCF_003008595.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Simplicispira	OK
CBAB	GCA_000828915.1	GCF_000828915.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Serpentinomonas	OK
CBAA	GCA_000828895.1	GCF_000828895.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Serpentinomonas	OK
RHG	GCA_006974105.1	GCF_006974105.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Rhodoferax; unclassified Rhodoferax	OK
RHF	GCA_006970865.1	GCF_006970865.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Rhodoferax	OK
RAC	GCA_001955735.1	GCF_001955735.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Rhodoferax	OK
RSB	GCA_001955715.1	GCF_001955715.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Rhodoferax	OK
RHY	GCA_001955695.1	GCF_001955695.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Rhodoferax	OK
RFR	GCA_000013605.1	GCF_000013605.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Rhodoferax	OK
RTA	GCA_000215705.1	GCF_000215705.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Ramlibacter	OK
MELM	GCA_003013695.1	GCF_003013695.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Pulveribacter	OK
POO	GCA_009664225.1	GCF_009664225.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Polaromonas; unclassified Polaromonas	OK
POS	GCA_003711205.1	GCF_003711205.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Polaromonas; unclassified Polaromonas	OK
POL	GCA_000013865.1	GCF_000013865.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Polaromonas; unclassified Polaromonas	OK
PVAC	GCA_012584515.1	GCF_012584515.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Polaromonas	OK
PNA	GCA_000015505.1	GCF_000015505.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Polaromonas	OK
OTO	GCA_001262075.1	GCF_001262075.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Ottowia; unclassified Ottowia	OK
OTK	GCA_003008535.1	GCF_003008535.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Ottowia	OK
MELA	GCA_003008575.1	GCF_003008575.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Melaminivora; unclassified Melaminivora	OK
LIM	GCA_001412575.1	GCF_001412575.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Limnohabitans; unclassified Limnohabitans	OK
LIH	GCA_001412535.1	GCF_001412535.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Limnohabitans; unclassified Limnohabitans	OK
HYN	GCA_009859475.1	GCF_009859475.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Hydrogenophaga	OK
HYC	GCA_004795855.1	GCF_004795855.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Hydrogenophaga	OK
HPSE	GCA_004353865.1	GCF_004353865.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Hydrogenophaga	OK
HYL	GCA_001761385.1	GCF_001761385.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Hydrogenophaga	OK
HYR	GCA_001713375.1	GCF_001713375.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Hydrogenophaga	OK
HYB	GCA_000263795.2	GCF_000263795.2	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Hydrogenophaga	OK
DPY	GCA_002214645.1	GCF_002214645.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Diaphorobacter	OK
DHK	GCA_001886655.1	GCF_001886655.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	OK
DTS	GCA_001753225.1	GCF_001753225.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	OK
DEL	GCA_000214395.1	GCF_000214395.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	OK
DAC	GCA_000018665.1	GCF_000018665.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	OK
COF	GCA_007954405.1	GCF_007954405.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas; unclassified Comamonas	OK
CSER	GCA_002158865.1	GCF_002158865.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas	OK
CKE	GCA_002056725.1	GCF_002056725.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas	OK
CTES	GCA_000739375.1	GCF_000739375.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas	OK
ADK	GCA_000204645.1	GCF_000204645.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Alicycliphilus	OK
ADN	GCA_000179015.2	GCF_000179015.2	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Alicycliphilus	OK
ACIO	GCA_003669015.1	GCF_003669015.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax; unclassified Acidovorax	OK
ACRA	GCA_001714725.1	GCF_001714725.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax; unclassified Acidovorax	OK
ACK	GCA_000302535.1	GCF_000302535.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax; unclassified Acidovorax	OK
AJS	GCA_000015545.1	GCF_000015545.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax; unclassified Acidovorax	OK
ACIS	GCA_002157185.1	GCF_002157185.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax	OK
ACID	GCA_002157165.1	GCF_002157165.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax	OK
ACIN	GCA_002157145.1	GCF_002157145.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax	OK
ACIP	GCA_002157125.1	GCF_002157125.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax	OK
AAA	GCA_000176855.2	GCF_000176855.2	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax	OK
DIA	GCA_000022305.1	GCF_000022305.1	identical	Complete Genome	Beta Proteobacteria	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax	OK
